filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1.jpg,545659,"{}",71,0,"{""name"":""point"",""cx"":317,""cy"":2013}","{}"
1.jpg,545659,"{}",71,1,"{""name"":""point"",""cx"":254,""cy"":1541}","{}"
1.jpg,545659,"{}",71,2,"{""name"":""point"",""cx"":292,""cy"":1670}","{}"
1.jpg,545659,"{}",71,3,"{""name"":""point"",""cx"":302,""cy"":1677}","{}"
1.jpg,545659,"{}",71,4,"{""name"":""point"",""cx"":302,""cy"":1725}","{}"
1.jpg,545659,"{}",71,5,"{""name"":""point"",""cx"":303,""cy"":1715}","{}"
1.jpg,545659,"{}",71,6,"{""name"":""point"",""cx"":287,""cy"":1775}","{}"
1.jpg,545659,"{}",71,7,"{""name"":""point"",""cx"":355,""cy"":1344}","{}"
1.jpg,545659,"{}",71,8,"{""name"":""point"",""cx"":351,""cy"":1410}","{}"
1.jpg,545659,"{}",71,9,"{""name"":""point"",""cx"":356,""cy"":1274}","{}"
1.jpg,545659,"{}",71,10,"{""name"":""point"",""cx"":367,""cy"":1311}","{}"
1.jpg,545659,"{}",71,11,"{""name"":""point"",""cx"":520,""cy"":1219}","{}"
1.jpg,545659,"{}",71,12,"{""name"":""point"",""cx"":506,""cy"":1166}","{}"
1.jpg,545659,"{}",71,13,"{""name"":""point"",""cx"":452,""cy"":1183}","{}"
1.jpg,545659,"{}",71,14,"{""name"":""point"",""cx"":429,""cy"":1085}","{}"
1.jpg,545659,"{}",71,15,"{""name"":""point"",""cx"":383,""cy"":1077}","{}"
1.jpg,545659,"{}",71,16,"{""name"":""point"",""cx"":469,""cy"":932}","{}"
1.jpg,545659,"{}",71,17,"{""name"":""point"",""cx"":291,""cy"":942}","{}"
1.jpg,545659,"{}",71,18,"{""name"":""point"",""cx"":432,""cy"":1048}","{}"
1.jpg,545659,"{}",71,19,"{""name"":""point"",""cx"":273,""cy"":724}","{}"
1.jpg,545659,"{}",71,20,"{""name"":""point"",""cx"":87,""cy"":488}","{}"
1.jpg,545659,"{}",71,21,"{""name"":""point"",""cx"":134,""cy"":516}","{}"
1.jpg,545659,"{}",71,22,"{""name"":""point"",""cx"":182,""cy"":528}","{}"
1.jpg,545659,"{}",71,23,"{""name"":""point"",""cx"":190,""cy"":549}","{}"
1.jpg,545659,"{}",71,24,"{""name"":""point"",""cx"":195,""cy"":558}","{}"
1.jpg,545659,"{}",71,25,"{""name"":""point"",""cx"":182,""cy"":414}","{}"
1.jpg,545659,"{}",71,26,"{""name"":""point"",""cx"":42,""cy"":312}","{}"
