filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
GW1_3_3.png,12412,"{}",12,0,"{""name"":""point"",""cx"":289,""cy"":415}","{}"
GW1_3_3.png,12412,"{}",12,1,"{""name"":""point"",""cx"":358,""cy"":116}","{}"
GW1_3_3.png,12412,"{}",12,2,"{""name"":""point"",""cx"":333,""cy"":78}","{}"
GW1_3_3.png,12412,"{}",12,3,"{""name"":""point"",""cx"":430,""cy"":606}","{}"
GW1_3_3.png,12412,"{}",12,4,"{""name"":""point"",""cx"":421,""cy"":624}","{}"
GW1_3_3.png,12412,"{}",12,5,"{""name"":""point"",""cx"":408,""cy"":1089}","{}"
GW1_3_3.png,12412,"{}",12,6,"{""name"":""point"",""cx"":417,""cy"":1050}","{}"
GW1_3_3.png,12412,"{}",12,7,"{""name"":""point"",""cx"":416,""cy"":1071}","{}"
GW1_3_3.png,12412,"{}",12,8,"{""name"":""point"",""cx"":295,""cy"":1236}","{}"
GW1_3_3.png,12412,"{}",12,9,"{""name"":""point"",""cx"":218,""cy"":1303}","{}"
GW1_3_3.png,12412,"{}",12,10,"{""name"":""point"",""cx"":179,""cy"":712}","{}"
GW1_3_3.png,12412,"{}",12,11,"{""name"":""point"",""cx"":320,""cy"":377}","{}"
