filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1.png,36847,"{}",71,0,"{""name"":""point"",""cx"":91,""cy"":21}","{}"
1.png,36847,"{}",71,1,"{""name"":""point"",""cx"":143,""cy"":75}","{}"
1.png,36847,"{}",71,2,"{""name"":""point"",""cx"":138,""cy"":118}","{}"
1.png,36847,"{}",71,3,"{""name"":""point"",""cx"":85,""cy"":152}","{}"
1.png,36847,"{}",71,4,"{""name"":""point"",""cx"":82,""cy"":130}","{}"
1.png,36847,"{}",71,5,"{""name"":""point"",""cx"":84,""cy"":76}","{}"
1.png,36847,"{}",71,6,"{""name"":""point"",""cx"":108,""cy"":108}","{}"
1.png,36847,"{}",71,7,"{""name"":""point"",""cx"":88,""cy"":170}","{}"
1.png,36847,"{}",71,8,"{""name"":""point"",""cx"":97,""cy"":222}","{}"
1.png,36847,"{}",71,9,"{""name"":""point"",""cx"":97,""cy"":248}","{}"
1.png,36847,"{}",71,10,"{""name"":""point"",""cx"":126,""cy"":272}","{}"
1.png,36847,"{}",71,11,"{""name"":""point"",""cx"":63,""cy"":302}","{}"
1.png,36847,"{}",71,12,"{""name"":""point"",""cx"":81,""cy"":263}","{}"
1.png,36847,"{}",71,13,"{""name"":""point"",""cx"":81,""cy"":323}","{}"
1.png,36847,"{}",71,14,"{""name"":""point"",""cx"":79,""cy"":358}","{}"
1.png,36847,"{}",71,15,"{""name"":""point"",""cx"":106,""cy"":353}","{}"
1.png,36847,"{}",71,16,"{""name"":""point"",""cx"":241,""cy"":32}","{}"
1.png,36847,"{}",71,17,"{""name"":""point"",""cx"":343,""cy"":234}","{}"
1.png,36847,"{}",71,18,"{""name"":""point"",""cx"":348,""cy"":594}","{}"
1.png,36847,"{}",71,19,"{""name"":""point"",""cx"":362,""cy"":739}","{}"
1.png,36847,"{}",71,20,"{""name"":""point"",""cx"":376,""cy"":760}","{}"
1.png,36847,"{}",71,21,"{""name"":""point"",""cx"":378,""cy"":871}","{}"
1.png,36847,"{}",71,22,"{""name"":""point"",""cx"":375,""cy"":844}","{}"
1.png,36847,"{}",71,23,"{""name"":""point"",""cx"":409,""cy"":1180}","{}"
1.png,36847,"{}",71,24,"{""name"":""point"",""cx"":124,""cy"":229}","{}"
1.png,36847,"{}",71,25,"{""name"":""point"",""cx"":124,""cy"":214}","{}"
1.png,36847,"{}",71,26,"{""name"":""point"",""cx"":1009,""cy"":53}","{}"
1.png,36847,"{}",71,27,"{""name"":""point"",""cx"":981,""cy"":133}","{}"
1.png,36847,"{}",71,28,"{""name"":""point"",""cx"":1063,""cy"":51}","{}"
1.png,36847,"{}",71,29,"{""name"":""point"",""cx"":1045,""cy"":38}","{}"
1.png,36847,"{}",71,30,"{""name"":""point"",""cx"":1049,""cy"":60}","{}"
1.png,36847,"{}",71,31,"{""name"":""point"",""cx"":1071,""cy"":120}","{}"
1.png,36847,"{}",71,32,"{""name"":""point"",""cx"":1087,""cy"":93}","{}"
1.png,36847,"{}",71,33,"{""name"":""point"",""cx"":1112,""cy"":24}","{}"
1.png,36847,"{}",71,34,"{""name"":""point"",""cx"":1089,""cy"":65}","{}"
1.png,36847,"{}",71,35,"{""name"":""point"",""cx"":982,""cy"":234}","{}"
1.png,36847,"{}",71,36,"{""name"":""point"",""cx"":1075,""cy"":249}","{}"
1.png,36847,"{}",71,37,"{""name"":""point"",""cx"":1056,""cy"":452}","{}"
1.png,36847,"{}",71,38,"{""name"":""point"",""cx"":1018,""cy"":661}","{}"
1.png,36847,"{}",71,39,"{""name"":""point"",""cx"":1032,""cy"":739}","{}"
1.png,36847,"{}",71,40,"{""name"":""point"",""cx"":1005,""cy"":962}","{}"
1.png,36847,"{}",71,41,"{""name"":""point"",""cx"":918,""cy"":893}","{}"
1.png,36847,"{}",71,42,"{""name"":""point"",""cx"":871,""cy"":837}","{}"
1.png,36847,"{}",71,43,"{""name"":""point"",""cx"":832,""cy"":387}","{}"
1.png,36847,"{}",71,44,"{""name"":""point"",""cx"":974,""cy"":1009}","{}"
1.png,36847,"{}",71,45,"{""name"":""point"",""cx"":965,""cy"":1020}","{}"
1.png,36847,"{}",71,46,"{""name"":""point"",""cx"":1002,""cy"":1047}","{}"
1.png,36847,"{}",71,47,"{""name"":""point"",""cx"":1030,""cy"":1147}","{}"
1.png,36847,"{}",71,48,"{""name"":""point"",""cx"":1034,""cy"":1207}","{}"
1.png,36847,"{}",71,49,"{""name"":""point"",""cx"":1044,""cy"":1364}","{}"
1.png,36847,"{}",71,50,"{""name"":""point"",""cx"":1059,""cy"":1392}","{}"
1.png,36847,"{}",71,51,"{""name"":""point"",""cx"":1070,""cy"":1428}","{}"
1.png,36847,"{}",71,52,"{""name"":""point"",""cx"":1087,""cy"":1421}","{}"
1.png,36847,"{}",71,53,"{""name"":""point"",""cx"":1681,""cy"":1279}","{}"
1.png,36847,"{}",71,54,"{""name"":""point"",""cx"":1745,""cy"":1047}","{}"
1.png,36847,"{}",71,55,"{""name"":""point"",""cx"":1750,""cy"":1016}","{}"
1.png,36847,"{}",71,56,"{""name"":""point"",""cx"":1692,""cy"":962}","{}"
1.png,36847,"{}",71,57,"{""name"":""point"",""cx"":1692,""cy"":919}","{}"
1.png,36847,"{}",71,58,"{""name"":""point"",""cx"":1376,""cy"":694}","{}"
1.png,36847,"{}",71,59,"{""name"":""point"",""cx"":1378,""cy"":668}","{}"
1.png,36847,"{}",71,60,"{""name"":""point"",""cx"":1375,""cy"":675}","{}"
1.png,36847,"{}",71,61,"{""name"":""point"",""cx"":1384,""cy"":681}","{}"
1.png,36847,"{}",71,62,"{""name"":""point"",""cx"":1342,""cy"":645}","{}"
1.png,36847,"{}",71,63,"{""name"":""point"",""cx"":1215,""cy"":361}","{}"
1.png,36847,"{}",71,64,"{""name"":""point"",""cx"":1353,""cy"":92}","{}"
1.png,36847,"{}",71,65,"{""name"":""point"",""cx"":1385,""cy"":106}","{}"
1.png,36847,"{}",71,66,"{""name"":""point"",""cx"":1245,""cy"":73}","{}"
1.png,36847,"{}",71,67,"{""name"":""point"",""cx"":1194,""cy"":26}","{}"
1.png,36847,"{}",71,68,"{""name"":""point"",""cx"":1188,""cy"":100}","{}"
1.png,36847,"{}",71,69,"{""name"":""point"",""cx"":1229,""cy"":24}","{}"
1.png,36847,"{}",71,70,"{""name"":""point"",""cx"":1196,""cy"":1945}","{}"
