filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
GW1_3_1.png,14377,"{}",70,0,"{""name"":""point"",""cx"":60,""cy"":15}","{}"
GW1_3_1.png,14377,"{}",70,1,"{""name"":""point"",""cx"":75,""cy"":28}","{}"
GW1_3_1.png,14377,"{}",70,2,"{""name"":""point"",""cx"":144,""cy"":15}","{}"
GW1_3_1.png,14377,"{}",70,3,"{""name"":""point"",""cx"":159,""cy"":18}","{}"
GW1_3_1.png,14377,"{}",70,4,"{""name"":""point"",""cx"":175,""cy"":17}","{}"
GW1_3_1.png,14377,"{}",70,5,"{""name"":""point"",""cx"":33,""cy"":79}","{}"
GW1_3_1.png,14377,"{}",70,6,"{""name"":""point"",""cx"":118,""cy"":66}","{}"
GW1_3_1.png,14377,"{}",70,7,"{""name"":""point"",""cx"":203,""cy"":74}","{}"
GW1_3_1.png,14377,"{}",70,8,"{""name"":""point"",""cx"":7,""cy"":164}","{}"
GW1_3_1.png,14377,"{}",70,9,"{""name"":""point"",""cx"":13,""cy"":190}","{}"
GW1_3_1.png,14377,"{}",70,10,"{""name"":""point"",""cx"":14,""cy"":224}","{}"
GW1_3_1.png,14377,"{}",70,11,"{""name"":""point"",""cx"":32,""cy"":248}","{}"
GW1_3_1.png,14377,"{}",70,12,"{""name"":""point"",""cx"":35,""cy"":276}","{}"
GW1_3_1.png,14377,"{}",70,13,"{""name"":""point"",""cx"":38,""cy"":290}","{}"
GW1_3_1.png,14377,"{}",70,14,"{""name"":""point"",""cx"":44,""cy"":320}","{}"
GW1_3_1.png,14377,"{}",70,15,"{""name"":""point"",""cx"":104,""cy"":300}","{}"
GW1_3_1.png,14377,"{}",70,16,"{""name"":""point"",""cx"":60,""cy"":366}","{}"
GW1_3_1.png,14377,"{}",70,17,"{""name"":""point"",""cx"":133,""cy"":350}","{}"
GW1_3_1.png,14377,"{}",70,18,"{""name"":""point"",""cx"":103,""cy"":509}","{}"
GW1_3_1.png,14377,"{}",70,19,"{""name"":""point"",""cx"":139,""cy"":102}","{}"
GW1_3_1.png,14377,"{}",70,20,"{""name"":""point"",""cx"":144,""cy"":105}","{}"
GW1_3_1.png,14377,"{}",70,21,"{""name"":""point"",""cx"":144,""cy"":121}","{}"
GW1_3_1.png,14377,"{}",70,22,"{""name"":""point"",""cx"":157,""cy"":132}","{}"
GW1_3_1.png,14377,"{}",70,23,"{""name"":""point"",""cx"":169,""cy"":178}","{}"
GW1_3_1.png,14377,"{}",70,24,"{""name"":""point"",""cx"":168,""cy"":196}","{}"
GW1_3_1.png,14377,"{}",70,25,"{""name"":""point"",""cx"":238,""cy"":155}","{}"
GW1_3_1.png,14377,"{}",70,26,"{""name"":""point"",""cx"":244,""cy"":171}","{}"
GW1_3_1.png,14377,"{}",70,27,"{""name"":""point"",""cx"":247,""cy"":65}","{}"
GW1_3_1.png,14377,"{}",70,28,"{""name"":""point"",""cx"":252,""cy"":79}","{}"
GW1_3_1.png,14377,"{}",70,29,"{""name"":""point"",""cx"":217,""cy"":24}","{}"
GW1_3_1.png,14377,"{}",70,30,"{""name"":""point"",""cx"":221,""cy"":19}","{}"
GW1_3_1.png,14377,"{}",70,31,"{""name"":""point"",""cx"":228,""cy"":14}","{}"
GW1_3_1.png,14377,"{}",70,32,"{""name"":""point"",""cx"":248,""cy"":14}","{}"
GW1_3_1.png,14377,"{}",70,33,"{""name"":""point"",""cx"":324,""cy"":16}","{}"
GW1_3_1.png,14377,"{}",70,34,"{""name"":""point"",""cx"":324,""cy"":83}","{}"
GW1_3_1.png,14377,"{}",70,35,"{""name"":""point"",""cx"":256,""cy"":256}","{}"
GW1_3_1.png,14377,"{}",70,36,"{""name"":""point"",""cx"":466,""cy"":271}","{}"
GW1_3_1.png,14377,"{}",70,37,"{""name"":""point"",""cx"":380,""cy"":637}","{}"
GW1_3_1.png,14377,"{}",70,38,"{""name"":""point"",""cx"":392,""cy"":643}","{}"
GW1_3_1.png,14377,"{}",70,39,"{""name"":""point"",""cx"":396,""cy"":685}","{}"
GW1_3_1.png,14377,"{}",70,40,"{""name"":""point"",""cx"":396,""cy"":696}","{}"
GW1_3_1.png,14377,"{}",70,41,"{""name"":""point"",""cx"":369,""cy"":859}","{}"
GW1_3_1.png,14377,"{}",70,42,"{""name"":""point"",""cx"":385,""cy"":864}","{}"
GW1_3_1.png,14377,"{}",70,43,"{""name"":""point"",""cx"":492,""cy"":975}","{}"
GW1_3_1.png,14377,"{}",70,44,"{""name"":""point"",""cx"":436,""cy"":948}","{}"
GW1_3_1.png,14377,"{}",70,45,"{""name"":""point"",""cx"":477,""cy"":1029}","{}"
GW1_3_1.png,14377,"{}",70,46,"{""name"":""point"",""cx"":477,""cy"":1046}","{}"
GW1_3_1.png,14377,"{}",70,47,"{""name"":""point"",""cx"":422,""cy"":1068}","{}"
GW1_3_1.png,14377,"{}",70,48,"{""name"":""point"",""cx"":492,""cy"":1097}","{}"
GW1_3_1.png,14377,"{}",70,49,"{""name"":""point"",""cx"":486,""cy"":1163}","{}"
GW1_3_1.png,14377,"{}",70,50,"{""name"":""point"",""cx"":399,""cy"":1148}","{}"
GW1_3_1.png,14377,"{}",70,51,"{""name"":""point"",""cx"":345,""cy"":932}","{}"
GW1_3_1.png,14377,"{}",70,52,"{""name"":""point"",""cx"":351,""cy"":973}","{}"
GW1_3_1.png,14377,"{}",70,53,"{""name"":""point"",""cx"":368,""cy"":1015}","{}"
GW1_3_1.png,14377,"{}",70,54,"{""name"":""point"",""cx"":360,""cy"":1150}","{}"
GW1_3_1.png,14377,"{}",70,55,"{""name"":""point"",""cx"":379,""cy"":1169}","{}"
GW1_3_1.png,14377,"{}",70,56,"{""name"":""point"",""cx"":385,""cy"":1203}","{}"
GW1_3_1.png,14377,"{}",70,57,"{""name"":""point"",""cx"":444,""cy"":1221}","{}"
GW1_3_1.png,14377,"{}",70,58,"{""name"":""point"",""cx"":521,""cy"":1363}","{}"
GW1_3_1.png,14377,"{}",70,59,"{""name"":""point"",""cx"":350,""cy"":1536}","{}"
GW1_3_1.png,14377,"{}",70,60,"{""name"":""point"",""cx"":390,""cy"":1766}","{}"
GW1_3_1.png,14377,"{}",70,61,"{""name"":""point"",""cx"":439,""cy"":1770}","{}"
GW1_3_1.png,14377,"{}",70,62,"{""name"":""point"",""cx"":416,""cy"":1876}","{}"
GW1_3_1.png,14377,"{}",70,63,"{""name"":""point"",""cx"":250,""cy"":1914}","{}"
GW1_3_1.png,14377,"{}",70,64,"{""name"":""point"",""cx"":213,""cy"":1414}","{}"
GW1_3_1.png,14377,"{}",70,65,"{""name"":""point"",""cx"":62,""cy"":1022}","{}"
GW1_3_1.png,14377,"{}",70,66,"{""name"":""point"",""cx"":40,""cy"":1303}","{}"
GW1_3_1.png,14377,"{}",70,67,"{""name"":""point"",""cx"":123,""cy"":879}","{}"
GW1_3_1.png,14377,"{}",70,68,"{""name"":""point"",""cx"":86,""cy"":874}","{}"
GW1_3_1.png,14377,"{}",70,69,"{""name"":""point"",""cx"":83,""cy"":852}","{}"
